"","nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"158141","nm0166405","Gianfranco Clerici","1941","\N","writer,assistant_director,actor","tt0088100,tt0063537,tt0084719,tt0078935"
"158174","nm0166438","Laure de Clermont-Tonnerre","\N","\N","actress,director,producer","tt0401383,tt2415182,tt5952594,tt3755218"
"158230","nm0166498","Rick Cleveland","\N","\N","producer,writer,director","tt0248654,tt0200276,tt1856010,tt0313542"
"158275","nm0166543","Bastian Clevé","1950","\N","producer,director,writer","tt0357130,tt0080704,tt0162948,tt0162850"
"158282","nm0166551","Eric Cleworth","1920","1999","animation_department,writer,director","tt0076363,tt0070608,tt0065421,tt0053285"
"158353","nm0166625","Graeme Clifford","1942","\N","director,editor,assistant_director","tt0083967,tt0073629,tt0074851,tt0069995"
"158374","nm0166647","John Clifford","1918","2010","writer","tt0120627,tt0417125,tt0418161,tt0055830"
"158489","nm0166767","Patrick J. Clifton","\N","\N","writer,producer,actor","tt0108186,tt10430850,tt0350028,tt5089534"
"158491","nm0166769","Peter Clifton","\N","\N","director,producer,writer","tt0217627,tt7710596,tt12700436,tt0075244"
"158900","nm0167195","Robert Clouse","1928","1997","director,writer,producer","tt0073835,tt0070034,tt0106770,tt0077594"
"158946","nm0167241","Henri-Georges Clouzot","1907","1977","writer,director,producer","tt0046911,tt0041634,tt0046268,tt0039739"
"158984","nm0167280","Daniel Clowes","1961","\N","writer,art_department,actor","tt1781058,tt6367582,tt0162346,tt0364955"
"159041","nm0167346","Geneviève Cluny","1928","\N","actress,writer","tt0058878,tt0056204,tt0052708,tt0053964"
"159078","nm0167384","Jacques Cluzaud","\N","\N","director,assistant_director,writer","tt0301727,tt2306591,tt4283358,tt0765128"
"159186","nm0167496","René Clément","1913","1996","director,writer,actor","tt0054189,tt0047243,tt0043686,tt0038334"
"159631","nm0167966","Juan Cobos","\N","\N","writer,director,miscellaneous","tt0060264,tt0059449,tt0061469,tt0164586"
"159930","nm0168285","Andrew Cockburn","1947","\N","producer,writer,actor","tt0115147,tt1396209,tt0119874,tt0181269"
"159943","nm0168298","Leslie Cockburn","1952","\N","producer,writer,director","tt0123338,tt0119874,tt0088638,tt1396209"
"160019","nm0168379","Jay Cocks","1944","\N","writer,miscellaneous","tt0114558,tt0217505,tt0490215,tt0106226"
"160052","nm0168413","Jean Cocteau","1889","1963","writer,actor,director","tt0054377,tt0041719,tt0039135,tt0038348"
"160346","nm0168723","Paulo Coelho","1947","\N","writer,soundtrack,actor","tt1068678,tt0200429,tt1391583"
"160369","nm0168746","Vicente Coello","1915","2006","writer,producer,soundtrack","tt0058713,tt0063359,tt0053556,tt0059164"
"160382","nm0168759","Franklin Coen","1912","1990","writer,producer","tt0031330,tt0059825,tt0068281,tt0030112"
"160412","nm0168792","J.M. Coetzee","1940","\N","writer","tt0445953,tt0365448,tt0089061,tt6149154"
"160468","nm0168849","Charlie Coffey","\N","\N","writer,producer,soundtrack","tt0101128,tt0096684,tt0097257,tt0104843"
"160511","nm0168892","Scott Coffey","1964","\N","actor,director,writer","tt0436262,tt0166924,tt1067765,tt4093826"
"160776","nm0169173","David Aaron Cohen","\N","\N","writer,producer","tt11729298,tt0118972,tt5427194,tt0390022"
"160782","nm0169180","Alan R. Cohen","1964","\N","producer,writer,miscellaneous","tt1231583,tt0317364,tt0118375,tt1798701"
"160830","nm0169231","Barney Cohen","\N","\N","miscellaneous,writer,producer","tt0117534,tt2556114,tt0103417,tt0087298"
"160865","nm0169267","Catherine Cohen","\N","\N","writer,assistant_director,soundtrack","tt0104507,tt0091038,tt0482942,tt0085528"
"160875","nm0169277","Charlie Cohen","\N","\N","writer,assistant_director,actress","tt0109234,tt2042864,tt0099512,tt3165608"
"160897","nm0169300","Daniel Cohen","\N","\N","actor,writer,director","tt1911553,tt0191617,tt10334410,tt0808230"
"160905","nm0169308","David Cohen","\N","\N","writer,director","tt0113317,tt0089173,tt0100812"
"160921","nm0169325","David Steven Cohen","\N","\N","writer,producer,miscellaneous","tt0340281,tt0098888,tt0112453,tt0166937"
"161097","nm0169505","Joel Cohen","\N","\N","writer,actor,producer","tt0119695,tt0349205,tt0114709,tt0455499"
"161101","nm0169509","Jon Cohen","\N","\N","writer","tt0181689,tt0401654"
"161130","nm0169540","Larry Cohen","1936","2019","writer,producer,director","tt0077756,tt0099026,tt0071675,tt0075930"
"161136","nm0169548","Lawrence D. Cohen","\N","\N","writer,producer,script_department","tt0082449,tt1939659,tt0481452,tt0074285"
"161137","nm0169549","Lawrence J. Cohen","1935","2017","writer,producer,soundtrack","tt0074205,tt0066663,tt0066402,tt0086706"
"161177","nm0169592","Martin B. Cohen","1923","2007","producer,writer,director","tt0080904,tt0066286,tt0061412,tt0353923"
"161378","nm0169806","Taika Waititi","1975","\N","writer,actor,producer","tt2584384,tt3501632,tt3416742,tt4698684"
"161419","nm0169848","Jérôme Cohen-Olivar","1964","\N","writer,producer,director","tt3692082,tt0190322,tt1033483,tt3276944"
"161445","nm0169874","Alan Cohn","\N","\N","music_department,miscellaneous,director","tt0364813,tt0227956,tt0413300,tt0118301"
"161495","nm0169931","Michael Cohn","\N","\N","director,writer,producer","tt0104516,tt0108555,tt12455298,tt2842732"
"161500","nm0169936","Nik Cohn","1946","\N","writer","tt0086361,tt0076666,tt0247846,tt2118646"
"161601","nm0170043","Isabel Coixet","1960","\N","director,writer,producer","tt3127022,tt0430576,tt0401711,tt0314412"
"161712","nm0170160","Gene Colan","1926","2011","writer,miscellaneous,actor","tt0187738,tt0120611,tt0359013,tt10671440"
"161851","nm0170306","Stephen Colbert","1964","\N","writer,producer,actor","tt0115147,tt3697842,tt0194624,tt0458254"
"161940","nm0170402","Michael Coldewey","\N","\N","visual_effects,producer,director","tt0458339,tt0478970,tt4154664,tt1825683"
"162244","nm0170719","Nigel Cole","1959","\N","director,actor,assistant_director","tt0337909,tt1371155,tt0195234,tt0391304"
"162750","nm0171253","Warren Coleman","\N","\N","actor,writer,director","tt1219342,tt1402488,tt0107930,tt0366548"
"162861","nm0171372","Colette","1873","1954","writer,soundtrack","tt0939845,tt0939847,tt0051658,tt1179258"
"162929","nm0171443","Nesli Çölgeçen","1955","\N","director,writer,cinematographer","tt1650399,tt0201368,tt0309763,tt1566624"
"162955","nm0171470","Victor Colicchio","1953","\N","actor,writer,soundtrack","tt0454848,tt0476964,tt0162677,tt0126916"
"162959","nm0171474","Lewis Colick","1951","\N","writer","tt1438254,tt0349710,tt0132477"
"163097","nm0171619","Richard A. Colla","1936","\N","director,actor,producer","tt0068617,tt0070585,tt0077215,tt0078025"
"163128","nm0171651","Bill Collage","\N","\N","writer,producer","tt2094766,tt1528100,tt3410834"
"163192","nm0171718","Michael Colleary","\N","\N","writer,producer","tt0367424,tt0146316,tt1494829,tt0119094"
"163194","nm0171720","Robert Collector","\N","\N","writer,director","tt0104850,tt0089892,tt0093626,tt0419491"
"163196","nm0171722","John Collee","1955","\N","writer,script_department,producer","tt0311113,tt0366548,tt2452200,tt5461944"
"163226","nm0171754","Christopher Collet","1968","\N","actor,miscellaneous,sound_department","tt0091472,tt0102703,tt0112040,tt0086320"
"163913","nm0172468","Larry Collins","1929","2005","writer","tt0060814,tt1641395,tt4977530,tt0109768"
"163967","nm0172523","Max Allan Collins","1948","\N","writer,producer,director","tt0113843,tt0119693,tt0257044,tt2980696"
"164051","nm0172614","RJ Collins","\N","\N","producer,actor,director","tt8717446,tt11306480,tt13322120,tt1542768"
"164199","nm0172772","Peter Collinson","1936","1980","director,producer,writer","tt0063237,tt0076832,tt0062426,tt0064505"
"164251","nm0172826","Luigi Cozzi","1947","\N","director,writer,actor","tt0087909,tt0079946,tt0085672,tt0082000"
"164255","nm0172830","Carlo Collodi","1826","1890","writer","tt0032910,tt0194248,tt4593060,tt1730763"
"164300","nm0172877","Laurie Collyer","1967","\N","director,writer,assistant_director","tt4067076,tt1517249,tt0423169,tt0227578"
"164406","nm0172989","Laetitia Colombani","1976","\N","actress,writer,director","tt0321981,tt0291579,tt1213922,tt0442028"
"164493","nm0173080","Harry Colomby","1929","2021","producer,writer,executive","tt0092104,tt0118771,tt0078711,tt0087507"
"164926","nm0173539","William S. Comanor","\N","\N","writer","tt0249478"
"164927","nm0173541","Etienne Comar","\N","\N","producer,writer,director","tt6247936,tt3409392,tt3478962,tt1588337"
"164934","nm0173549","Jaime Comas Gil","1936","2021","writer,producer,production_manager","tt0087303,tt0078925,tt0058461,tt0062035"
"165173","nm0173798","Bob Comfort","1940","2010","writer,producer,actor","tt0101748,tt0116439,tt0085041,tt0084986"
"165382","nm0174024","Doug Compton","\N","\N","animation_department,art_department,director","tt1134629,tt0327162,tt0268380,tt0149524"
"165710","nm0174374","Bill Condon","1955","\N","director,writer,producer","tt0299658,tt0120684,tt0362269,tt0443489"
"165743","nm0174410","Richard Condon","1915","1996","writer,miscellaneous,actor","tt0089841,tt0080139,tt0056218,tt0368008"
"165808","nm0174483","Stephanie Laing","\N","\N","producer,director,assistant_director","tt7808566,tt1759761,tt11828492,tt10380768"
"166024","nm0174723","Chris Conkling","1949","\N","writer,miscellaneous,producer","tt0077869,tt1648190,tt0075513,tt2898904"
"166102","nm0174806","Wayne Conley","\N","\N","producer,writer","tt8140732,tt0388183,tt4419214,tt4971144"
"166118","nm0174823","Richard Conlin","1905","1989","writer","tt0132666,tt0043286,tt1612246,tt0109127"
"166133","nm0174840","Gerry Conlon","1954","2014","actor,writer,music_department","tt1748062,tt0107207,tt0119092,tt0123338"
"166223","nm0174934","Shane Connaughton","1947","\N","actor,writer,producer","tt0377524,tt0097937,tt0103586,tt0114307"
"166356","nm0175080","Joe Connelly","1917","2003","writer,producer,director","tt0057760,tt0045414,tt0050032,tt0110443"
"166357","nm0175081","Joe Connelly","\N","\N","actor,writer,miscellaneous","tt0163988,tt0411529,tt13600408"
"166368","nm0175093","Michael Connelly","1956","\N","writer,producer,actor","tt3502248,tt0244627,tt0309377,tt1189340"
"166506","nm0175239","Frank Conniff","1956","\N","writer,actor,producer","tt0115341,tt1912398,tt0235923,tt0094517"
"166561","nm0175300","Jon Connolly","1941","2021","writer,producer","tt0100954,tt0097235,tt0094512,tt0116168"
"166566","nm0175305","Kevin Connolly","1974","\N","actor,director,producer","tt1674771,tt0251160,tt0332280,tt0387199"
"166609","nm0175352","Robert Connolly","1967","\N","producer,director,writer","tt5144174,tt1823011,tt1111876,tt3328716"
"166682","nm0175428","Kevin Connor","1937","\N","director,editor,sound_department","tt0074157,tt0073260,tt6338374,tt0081184"
"166854","nm0175620","Chris Conrad","\N","\N","writer,producer","tt0110216,tt0087645"
"166907","nm0175676","Joseph Conrad","1857","1924","writer","tt0020323,tt0028212,tt0045002,tt0075968"
"166954","nm0175726","Steve Conrad","1968","\N","writer,director,producer","tt0359950,tt0384680,tt4687882,tt2543472"
"166957","nm0175730","David Worth","1940","\N","cinematographer,director,assistant_director","tt0092675,tt0097659,tt0080472,tt0080377"
"166999","nm0175775","Kerry Conran","1964","\N","director,writer,visual_effects","tt2272364,tt0346156,tt0447722,tt2516350"
"167022","nm0175798","Chris Conroy","\N","\N","writer,editor,director","tt0274557,tt0424993,tt0945388,tt0824282"
"167075","nm0175852","Pat Conroy","1945","2016","writer","tt0079239,tt0071358,tt0102713,tt0085867"
"167098","nm0175877","Will Conroy","\N","\N","miscellaneous,editorial_department,writer","tt0188490,tt0479912,tt4408136,tt0800241"
"167135","nm0175916","Paddy Considine","1973","\N","actor,writer,director","tt0419677,tt1204340,tt1213663,tt0298845"
"167404","nm0176197","Umberto Contarello","1958","\N","writer,actor,director","tt1440345,tt2358891,tt0118820,tt1801061"
"167460","nm0176256","Robert Conte","\N","\N","writer,producer","tt0098645,tt0087829,tt0455362,tt1186795"
"167615","nm0176420","Sandro Continenza","1920","1996","writer,assistant_director","tt0060704,tt0049866,tt0058237,tt0076584"
"167687","nm0176497","Ernie Contreras","\N","\N","writer,miscellaneous","tt0110763,tt0119095,tt0452703,tt0081933"
"167865","nm0176684","Gary Conway","1936","\N","actor,writer,director","tt0072975,tt0092548,tt0056745,tt0093692"
"167870","nm0176689","Gerry Conway","1952","\N","writer,producer,miscellaneous","tt0275140,tt0087078,tt1641384,tt0105986"
"167934","nm0176759","Paul Conway","1971","\N","actor,writer,script_department","tt1990026,tt4375268,tt1594505,tt2212008"
"168036","nm0176869","Steve Coogan","1965","\N","actor,producer,writer","tt3385524,tt2431286,tt0469021,tt0274309"
"168068","nm0176905","Barry Cook","1958","\N","director,visual_effects,writer","tt1430607,tt0120762,tt0103639,tt0084827"
"168169","nm0177015","Donovan Cook","\N","\N","director,producer,animation_department","tt0097757,tt1742144,tt0105928,tt0202914"
"168172","nm0177018","Douglas Cook","1959","2015","writer,producer","tt0110044,tt0150377,tt3014866,tt0117500"
"168292","nm0177146","Kenneth Cook","1929","1987","writer","tt0067541,tt0131030,tt0198222,tt6660456"
"168315","nm0177170","Lorna Cook","\N","\N","animation_department,art_department,writer","tt0166813,tt0120762,tt0120794,tt0110357"
"168371","nm0177228","Peter Cook","1937","1995","actor,writer,producer","tt0086618,tt0061391,tt0088206,tt0093779"
"168397","nm0177257","Robin Cook","1940","\N","writer,actor","tt0118452,tt2132641,tt0077355,tt0083113"
"168441","nm0177304","T.S. Cook","1947","2013","writer,producer","tt0086662,tt0078966,tt1714019,tt0097977"
"168481","nm0177348","Xavier Cook","\N","\N","writer,producer,miscellaneous","tt0239178,tt0381707,tt0116126,tt0112220"
"168761","nm0177637","Greg Coolidge","1972","\N","writer,producer,actor","tt0424993,tt7765404,tt1408253,tt7919810"
"168850","nm0177731","Gene L. Coon","1924","1973","writer,producer,soundtrack","tt0050680,tt0060028,tt0062572,tt0070585"
"168887","nm0177769","Michael Cooney","1967","\N","director,writer,producer","tt1179069,tt0309698,tt0325596,tt0119732"
"168948","nm0177836","Adam Cooper","\N","\N","writer,producer","tt3410834,tt2938956,tt2094766,tt1528100"
"168987","nm0177875","Barry Michael Cooper","\N","\N","producer,writer,director","tt0102526,tt0109035,tt0107079,tt3713588"
"169008","nm0177896","Bradley Cooper","1975","\N","actor,producer,soundtrack","tt1045658,tt1517451,tt2179136,tt1800241"
"169228","nm0178126","James Fenimore Cooper","1789","1851","writer","tt0011387,tt0104691,tt10165794,tt0039729"
"169360","nm0178260","Merian C. Cooper","1893","1973","producer,writer,miscellaneous","tt0360717,tt0049730,tt0024216,tt0120751"
"169364","nm0178264","Michael Cooper","\N","\N","writer,actor,producer","tt0096280,tt1656192,tt0956285,tt0300523"
"169460","nm0178376","Scott Cooper","1970","\N","actor,director,writer","tt5478478,tt1355683,tt1206543,tt1263670"
"169485","nm0178402","Susan Cooper","1935","\N","writer,soundtrack","tt0484562,tt0087160,tt0245182,tt0093046"
"169664","nm0178589","Brad Copeland","\N","\N","producer,miscellaneous,writer","tt0486946,tt5814534,tt0367279,tt3411444"
"169803","nm0178731","Geoffrey Copleston","1921","1999","actor,miscellaneous,writer","tt0102800,tt0071910,tt0086779,tt0060315"
"169838","nm0178769","Rick Copp","\N","\N","writer,actor,producer","tt0343314,tt2298250,tt0112572,tt0088526"
"169947","nm0178880","Eleanor Coppola","1936","\N","director,writer,cinematographer","tt0078788,tt0102015,tt7686376,tt4429194"
"169953","nm0178886","Gia Coppola","1987","\N","director,actress,writer","tt2479800,tt0097965,tt9224288,tt1421051"
"169975","nm0178910","Roman Coppola","1965","\N","director,producer,writer","tt5104604,tt8847712,tt0838221,tt1748122"
"170055","nm0178997","Frank Coraci","1966","\N","director,actor,writer","tt0120888,tt0120484,tt0389860,tt0327437"
"170079","nm0179023","Coralie","1976","\N","actress,director,writer","tt0249380,tt0115920,tt0278089,tt0193923"
"170169","nm0179117","Billy Corben","1978","\N","producer,director,actor","tt0239879,tt8819596,tt1466067,tt9776480"
"170172","nm0179120","Richard Corben","1940","2020","writer,art_department,director","tt0082509,tt0327347,tt0282425,tt1629348"
"170183","nm0179132","Bill Corbett","1960","\N","writer,actor,soundtrack","tt0765476,tt0397769,tt0299430,tt0094517"
"170270","nm0179221","Anton Corbijn","1955","\N","director,actor,art_director","tt0276902,tt0421082,tt1440728,tt1972571"
"170323","nm0179278","Bruno Corbucci","1931","1996","writer,director,soundtrack","tt0075260,tt0060315,tt0082256,tt0164132"
"170326","nm0179281","Sergio Corbucci","1926","1990","writer,director,actor","tt0176768,tt0063032,tt0060315,tt0085327"
"170575","nm0179542","Sebastián Cordero","1972","\N","producer,director,writer","tt3184616,tt2051879,tt0382621,tt1151923"
"170721","nm0179697","Ericson Core","\N","\N","cinematographer,director,camera_department","tt0232500,tt0120784,tt0445990,tt2058673"
"170977","nm0179971","Jerry Corley","\N","\N","actor,writer,producer","tt2494280,tt6102332,tt7097472,tt2044081"
"171014","nm0180011","Avery Corman","1935","\N","writer","tt0079417,tt0076489,tt0081268,tt0087835"
